article_id,source_name,title,is_about_climate_change,is_skeptical_about_climate_change,cost_frame,opportunity_frame,overarching_sentiment,bias,country,adfontes_bias
197548,Phys.Org,"Planet Earth III: How cookie cutter nature programming could fail to educate, inform audiences",True,False,True,False,cost,pro-science,gb,Middle
197556,Phys.Org,How global warming shakes the Earth: Seismic data show ocean waves gaining strength as the planet warms,True,False,True,True,cost,pro-science,gb,Middle
197785,Phys.Org,"Climate change hits indebted businesses hardest, new research suggests",True,False,True,True,cost,pro-science,gb,Middle
199978,BBC News,'Virtually certain' that 2023 will be warmest year after October record,True,False,True,False,cost,left-center,gb,Middle
200317,Phys.Org,Experts predict 'catastrophic ecosystem collapse' of UK forests within the next 50 years if no action is taken,True,False,True,True,cost,pro-science,gb,Middle
200320,Phys.Org,Seagrass decline poses issues for carbon storage projects,True,False,True,True,cost,pro-science,gb,Middle
200321,Phys.Org,Fossil fuel plans by producing nations threatens 1.5C limit: UN,True,False,True,True,cost,pro-science,gb,Middle
200371,Phys.Org,"October obliterated temperature records, virtually guaranteeing 2023 will be hottest year on record",True,False,True,False,cost,pro-science,gb,Middle
200384,Phys.Org,"Southern Alaska's national forests key to meeting climate and conservation goals, study shows",True,False,True,True,cost,pro-science,gb,Middle
200527,International Business Times,Hottest October Globally Marks Fifth Record-shattering Month,True,False,True,False,cost,left-center,us,Middle
200565,International Business Times,"Scientists Blame Climate Change For 'Extreme Drought' In Iraq, Iran And Syria",True,False,True,True,cost,left-center,us,Middle
200574,ABC News,"October obliterated temperature records, virtually guaranteeing 2023 will be hottest year on record",True,False,True,False,cost,left-center,us,Middle
200586,International Business Times,Fossil Fuel Plans By Producing Nations Threaten Global Climate Goals: UN,True,False,True,False,cost,left-center,us,Middle
200587,NPR,Where the Republican presidential candidates stand on climate change,True,False,True,False,cost,left-center,us,Middle
200590,International Business Times,Fossil Fuel Plans By Producing Nations Threatens 1.5C Limit: UN,True,False,True,True,cost,left-center,us,Middle
200608,ABC News,"Nasty drought in Syria, Iraq and Iran wouldn't have happened without climate change, study finds",True,False,True,False,cost,left-center,us,Middle
200619,ABC News,Prince William hopes to expand his Earthshot Prize into a global environment movement by 2030,True,False,True,True,opportunity,left-center,us,Middle
200671,AllAfrica - Top Africa News,Meet the Two WFP-Backed Earthshot Prize Winners,True,False,True,True,cost,least biased,af,
200711,The Times of India,"This year 'virtually certain' to be warmest in 125,000 years, EU scientists say",True,False,True,False,cost,right-center,in,Middle
200716,The Times of India,"This year 'virtually certain' to be warmest in 125,000 years, EU scientists say",True,False,True,False,cost,right-center,in,Middle
202229,GlobeNewswire,United Renewables Amplifies Ecologist's Strategy United Renewables Amplifies Ecologist's Strategy to Harness Nature in Climate Change Battle,True,False,True,True,cost,least biased,us,
203885,Globalsecurity.org,"President von der Leyen welcomes H.M. King Abdullah of the Hashemite Kingdom of Jordan, announces significant support package",True,False,True,True,opportunity,least biased,us,
204013,GlobeNewswire,"Revenue growth driven by property & casualty, and personal insurance; resilience in savings and retirement",True,False,True,True,cost,least biased,us,
204060,GlobeNewswire,Calfrac Reports Third-Quarter Adjusted EBITDA of $91.3 Million and Free Cash Flow of $48.1 Million,True,False,True,False,cost,least biased,us,
205705,Globalsecurity.org,National Defence releases strategy to advance climate resilience and environmental sustainability,True,False,True,True,cost,least biased,us,
206230,GlobeNewswire,JETEX & SHELL AVIATION SIGN AGREEMENT FOR SAF SUPPLY TO PRIVATE AVIATION,True,False,True,True,opportunity,least biased,us,
207202,Globalsecurity.org,Joint Statement on the Kazakhstan-United States Enhanced Strategic Partnership Dialogue,True,False,True,True,opportunity,least biased,us,
207385,The Times of India,Why cleaner Mumbai is witnessing a Delhi-like air pollution,True,False,True,False,cost,right-center,in,Middle
211128,The Times of India,Central banks cannot remain spectators to climate change: RBI Deputy Guv Michael Patra,True,False,True,True,cost,right-center,in,Middle
212091,Phys.Org,"Melting ice, falling snow: Sea ice declines enhance snowfall over West Antarctica",True,False,True,True,cost,pro-science,gb,Middle
212372,The Times of India,COP28 climate dispute: what are 'unabated' fossil fuels?,True,False,True,False,balanced,right-center,in,Middle
212383,The Times of India,Philanthropist organisations in India raising crescendo on battling climate change,True,False,True,True,opportunity,right-center,in,Middle
212420,The Times of India,"'This year 'virtually certain' to be warmest in 125,000 years'",True,False,True,False,cost,right-center,in,Middle
212452,The Times of India,"This year 'virtually certain' to be warmest in 125,000 years, EU scientists say",True,False,True,False,cost,right-center,in,Middle
212475,GlobeNewswire,"Greif, Inc. Attends Baird Global Industrial Conference; Reaffirms Fiscal Year 2023 Guidance",True,False,True,False,cost,least biased,us,
220051,GlobeNewswire,REMINDER -- Boralex will release its 2023 third quarter financial results on November 9,True,False,True,True,balanced,least biased,us,
225794,Time,Hottest October On Record Makes It Almost Certain 2023 Will Be Hottest Year Ever,True,False,True,False,cost,left-center,us,Skews Left
226030,Phys.Org,Why do climate models underestimate polar warming? 'Invisible clouds' could be the answer,True,False,True,True,balanced,pro-science,gb,Middle
228587,Phys.Org,Deforestation in Brazilian Amazon down 22% in a year,True,False,True,True,cost,pro-science,gb,Middle
228658,Phys.Org,Alaska judge sides with company on new $7.5 billion oil project,True,False,True,False,cost,pro-science,gb,Middle
228734,Phys.Org,Building coal-fired power plants 'irresponsible': US climate envoy,True,False,True,False,cost,pro-science,gb,Middle
228737,Phys.Org,Adding oxygen to a lake to explore methane emissions,True,False,,False,balanced,pro-science,gb,Middle
228742,Phys.Org,Australia offers Tuvalu citizens climate refuge,True,False,True,True,cost,pro-science,gb,Middle
228980,Forbes,What Does Climate Preparedness Look Like?,True,False,True,True,balanced,right-center,us,Middle
229041,Forbes,The Mystery Of The Missing $100 Billion Integral To COP28 Agenda,True,False,True,True,cost,right-center,us,Middle
229096,International Business Times,Australia Offers Tuvalu Citizens Climate Refuge,True,False,True,True,cost,left-center,us,Middle
229142,NPR,Biden and China's Xi will meet next week. Don't expect it to be a game changer,True,False,True,True,balanced,left-center,us,Middle
229268,GlobeNewswire,Boskalis update: historically good third quarter with strong performance in all divisions,True,False,True,True,opportunity,least biased,us,
231103,International Business Times,Deforestation In Brazilian Amazon Down 22% In A Year,True,False,True,True,cost,left-center,us,Middle
231853,GlobeNewswire,Global Public Transportation Market Size to Worth USD 407.84 Billion By 2032 | CAGR of 6.4%,True,False,True,True,balanced,least biased,us,
232032,Phys.Org,Q&A: How can cities fight climate change and still stay within legal guardrails?,True,False,True,True,balanced,pro-science,gb,Middle
232150,RT,Australia to offer an entire country asylum – PM,True,False,True,True,cost,right-center,ru,Skews Right
232377,NPR,Judge rules Willow oil project in Alaska's Arctic can proceed,True,False,True,True,cost,left-center,us,Middle
232238,Forbes,Vietnam’s Agriculture: A New Frontier For Premium Consumer Products In The U.S.,True,False,True,True,opportunity,right-center,us,Middle
232587,The Indian Express,"UPSC Key—10th November, 2023: Criminal Law Bills, Reservation Ceiling and Gwalior Music Gharana",False,,,,,left-center,in,Middle
234435,Forbes,Consumers Can Expect AI To First Impact The TMT Sector – According To Dealmakers,True,False,True,True,balanced,right-center,us,Middle
234484,Forbes,The Race To Net Zero Picks Up Pace,True,False,True,True,opportunity,right-center,us,Middle
234754,The Punch,"Nigeria, Saudi sign MoU on energy cooperation",True,False,True,True,opportunity,left-center,ng,
235340,GlobeNewswire,"Valneva Announces U.S. FDA Approval of World’s First Chikungunya Vaccine, IXCHIQ®",True,False,True,True,cost,least biased,us,
236355,Forbes,Creating An IPCC For AI Would Be A Historic Mistake,True,True,True,False,cost,right-center,us,Middle
236491,NPR,Climate change isn't a top motivator in elections. But it could impact key races,True,False,True,True,cost,left-center,us,Middle
237138,Globalsecurity.org,Key findings of the 2023 Report on the Republic of Moldova,False,,,,,least biased,us,
237359,Time,Why Renewables Are Key to COP28 Success,True,False,True,True,cost,left-center,us,Skews Left
237660,GlobeNewswire,"Carbon Footprint Management Market projected to reach USD 42.9 Billion by 2030, growing at a CAGR of 21.6% during the forecast period of 2023-2030 - claims MarketDigits in its recent study.",True,False,True,True,cost,least biased,us,
238910,The Times of India,"Air emergency: Central health advisory for city schools, students call for use of public transport, bicycles",True,False,True,True,cost,right-center,in,Middle
242180,Phys.Org,UN's 'global stocktake' on climate is offering a sober emissions reckoning—but there are also signs of progress,True,False,True,True,cost,pro-science,gb,Middle
242181,Phys.Org,Climate predictions require increasingly accurate information on atmospheric particles,True,False,True,False,cost,pro-science,gb,Middle
242223,International Business Times,Building Coal-fired Power Plants 'Irresponsible': US Climate Envoy,True,False,True,True,balanced,left-center,us,Middle
242256,Phys.Org,The governance gap: Balancing innovation and ecological responsibility in a world at risk,True,False,True,True,balanced,pro-science,gb,Middle
242266,Time,Australia Signs Historic Climate Refuge and Security Pact With Tuvalu,True,False,True,True,cost,left-center,us,Skews Left
242307,BBC News,Australia offers climate refuge to Tuvalu citizens,True,False,True,True,cost,left-center,gb,Middle
242320,BBC News,US and China reach 'some agreements' on climate - John Kerry,True,False,True,True,balanced,left-center,gb,Middle
242432,The Times of India,"In a first, Australia inks agreement to offer climate refuge to Tuvalu citizens",True,False,True,True,opportunity,right-center,in,Middle
242434,The Punch,"Your investments safe in Nigeria, Tinubu assures Saudi investors",True,False,True,True,balanced,left-center,ng,
242447,The Times of India,Melting glaciers pose unprecedented challenge for humanity: Emmanuel Macron,True,False,True,True,cost,right-center,in,Middle
242534,NPR,Uruguay is a renewable energy utopia. How did it get there?,True,False,False,True,opportunity,left-center,us,Middle
242549,The Times of India,Melting glaciers pose unprecedented challenge for humanity: Emmanuel Macron,True,False,True,False,cost,right-center,in,Middle
242559,Phys.Org,"For 20,000 years, polar bears have been retreating due to rising sea temperatures: Study",True,False,True,True,cost,pro-science,gb,Middle
242560,GlobeNewswire,"Geothermal Power Generation Market is Projected to Reach USD 40.15 billion, at a 13.8% CAGR by 2031 – Report by Market Transparency Market Research Inc.",True,False,True,True,opportunity,least biased,us,
242566,Globalsecurity.org,Gaza War Complicates Biden's Meeting with Indonesia's Widodo,True,False,True,True,cost,least biased,us,
242601,ABC News,"Disputes over safety, cost swirl a year after California OK'd plan to keep last nuke plant running",True,False,True,False,cost,left-center,us,Middle
242637,The Times of India,"Earth Forward Dialogues continue: ESG visionaries explore discussions on sustainable strategies at Candor TechSpace Sector 48, Gurugram",True,False,True,True,balanced,right-center,in,Middle
242658,The Times of India,Health Secretary urges expanded hospitals network for air pollution surveillance,True,False,True,True,cost,right-center,in,Middle
252935,The Times of India,'India's creative economy is now a $30 billion industry',True,False,,True,opportunity,right-center,in,Middle
261710,Al Jazeera English,"In Lahore, it’s that toxic, smoggy time of year again",True,False,True,False,cost,left-center,us,Skews Left
261780,ABC News,"How researchers, farmers and brewers want to safeguard beer against climate change",True,False,True,True,cost,left-center,us,Middle
264700,Globalsecurity.org,Strengthening regional ties through the Pacific Islands Forum,True,False,True,True,cost,least biased,us,
266825,BBC News,Earthshot Prize: Asia leads the way in quest to repair planet,True,False,True,True,opportunity,left-center,gb,Middle
264758,The Times of India,Hundreds of activists demand plastic action in Kenya,True,False,True,False,cost,right-center,in,Middle
266756,Globalsecurity.org,"Xi, Biden to meet on sidelines of APEC amid international anticipation",True,False,True,True,balanced,least biased,us,
273718,Globalsecurity.org,"Remarks by Secretary of the Treasury Janet L. Yellen at Press Conference following Bilateral Meetings with Vice Premier He Lifeng of the People's Republic of China in San Francisco, California",True,False,True,True,balanced,least biased,us,
267616,Forbes,Religion and Sustainability at COP28,True,False,True,True,cost,right-center,us,Middle
267762,The Times of India,"Polar bear numbers in Greenland declining over last 20,000 years: Study",True,False,True,True,cost,right-center,in,Middle
271937,Globalsecurity.org,"Doorstop interview - Rarotonga, Cook Islands",True,False,True,True,opportunity,least biased,us,
271941,Globalsecurity.org,"Press conference - Rarotonga, Cook Islands",True,False,True,True,cost,least biased,us,
271870,BBC News,Pope Francis fires Texan bishop after criticism of reforms,True,False,True,True,balanced,left-center,gb,Middle
271898,Globalsecurity.org,Kerry: US and China Have 'Some Agreement' on Climate Issues,True,False,True,False,balanced,least biased,us,
271910,The Times of India,Prime Minister Modi may attend World Climate Action Summit during COP28 in Dubai,True,False,True,True,balanced,right-center,in,Middle
272008,The Times of India,UAE foreign minister Abdullah bin Zayed receives federal minister for foreign affairs of Germany,True,False,True,True,balanced,right-center,in,Middle
272023,The Times of India,Hundreds of activists demand plastic action in Kenya,True,False,True,False,cost,right-center,in,Middle
275955,Phys.Org,"World temperatures will blow past Paris goals this decade, asserts new study",True,False,True,True,cost,pro-science,gb,Middle
284599,Phys.Org,"How researchers, farmers and brewers want to safeguard beer against climate change",True,False,True,True,cost,pro-science,gb,Middle
285292,The Indian Express,"Life In An IIT | From getting research grant to pursuing PhD in IIT Guwahati, foreign student shares experience",True,False,True,True,balanced,left-center,in,Middle
286684,NPR,A tiny deer and rising seas: How far should people go to save an endangered species?,True,False,True,True,cost,left-center,us,Middle
288824,The Times of India,"Australia foreign minister touts Tuvalu security, migration pact",True,False,True,False,cost,right-center,in,Middle
293155,Phys.Org,Poll finds British public largely supports strong climate policies,True,False,True,True,cost,pro-science,gb,Middle
293194,Phys.Org,Anthropogenic climate change heightens risks of spatially compounding flooding and heat wave events: Study,True,False,True,True,cost,pro-science,gb,Middle
293225,Phys.Org,Climate tipping points could be triggered by 'committed warming',True,False,True,True,cost,pro-science,gb,Middle
293230,Phys.Org,South Asia worst in world for water scarcity: UN,True,False,True,True,cost,pro-science,gb,Middle
293487,Al Jazeera English,‘Staggering’ 347 million children facing water scarcity in South Asia: UN,True,False,True,True,cost,left-center,us,Skews Left
293560,International Business Times,South Asia Worst In World For Water Scarcity: UN,True,False,True,False,cost,left-center,us,Middle
293566,Forbes,Agribusiness Serves Up Sustainability For Holiday Tables In 2023,True,False,True,True,cost,right-center,us,Middle
293678,International Business Times,"Forests Could Absorb Much More Carbon, But Does It Matter?",True,False,True,True,cost,left-center,us,Middle
293811,The Times of India,"Forests key to climate fight along with cutting fossil fuels, study suggests",True,False,True,True,balanced,right-center,in,Middle
296127,International Business Times,"China Projected To Hit Peak Carbon Emissions In 2023, Adds Record Renewable Energy Capacity",True,False,True,True,opportunity,left-center,us,Middle
296765,Forbes,Is Politics Causing Delhi Air Pollution And Climate Policy Slowdown?,True,False,True,True,cost,right-center,us,Middle
297265,The Punch,"FG partners Denmark on climate change, others",True,False,True,True,opportunity,left-center,ng,
299385,BBC News,Tourists are rethinking their relationship with Earth,True,False,True,True,opportunity,left-center,gb,Middle
299387,ABC News,Tiny Caribbean nation creates world's first marine protected area for sperm whale,True,False,True,True,opportunity,left-center,us,Middle
300874,Phys.Org,"Diverse forests hold huge carbon potential, as long as we cut emissions",True,False,True,True,balanced,pro-science,gb,Middle
301830,The Times of India,COP28 president-designate praises India for its energy transition vision,True,False,True,True,opportunity,right-center,in,Middle
301923,International Business Times,Climate Groups Demand COP28 Aims For Formal Energy Transition Deal,True,False,True,True,cost,left-center,us,Middle
302093,The Times of India,Heat is on UAE to deliver at COP28,True,False,True,True,cost,right-center,in,Middle
302152,The Times of India,Heat is on UAE to deliver at COP28,True,False,True,True,cost,right-center,in,Middle
303284,GlobeNewswire,"Wood Plastic Composites Market revenue to surpass USD 20 Billion by 2035, says Research Nester",True,False,True,True,cost,least biased,us,
303750,GlobeNewswire,Switchboard Market Size to Surpass USD 149.6 Billion by 2032,True,False,True,True,opportunity,least biased,us,
429385,Time,COP28 Success May Hinge on Bridging the Gap Between Business and Climate Leaders,True,False,True,True,balanced,left-center,us,Skews Left
305870,BBC News,Kenyans get tree-planting holiday to plant 100 million seedlings,True,False,True,True,opportunity,left-center,gb,Middle
306990,International Business Times,Nations Negotiate Terms Of Plastics Treaty In Nairobi,True,False,True,False,cost,left-center,us,Middle
306991,International Business Times,Nations To Negotiate Terms Of Plastics Treaty In Nairobi,True,False,True,True,cost,left-center,us,Middle
307011,Phys.Org,"Desperate for water, a desert city hopes to build a pipeline to the California Aqueduct",True,False,True,True,cost,pro-science,gb,Middle
307022,BBC News,Gaelic used to encourage debate on climate threats,True,False,True,True,balanced,left-center,gb,Middle
307026,Globalsecurity.org,Australia Boosts Regional Security Influence With Tuvalu Accord,True,False,True,True,cost,least biased,us,
307046,GlobeNewswire,United Renewables Amplifies Ecologist's Strategy to Harness Nature in Climate Change Battle,True,False,True,True,opportunity,least biased,us,
307097,The Times of India,Greta Thunberg brushes off interruption at massive Dutch climate march days before election,True,False,True,True,balanced,right-center,in,Middle
307106,The Times of India,"Greta, activists try to make climate a crucial election issue",True,False,True,True,cost,right-center,in,Middle
307136,The Times of India,EU commits to put money in COP28 climate damage fund,True,False,True,False,cost,right-center,in,Middle
307168,The Times of India,Greta Thunberg brushes off interruption at massive Dutch climate march days before election,True,False,True,False,balanced,right-center,in,Middle
307190,NPR,The world is awash in plastic. Oil producers want a say in how it's cleaned up,True,False,True,False,cost,left-center,us,Middle
307220,Phys.Org,Climate change is altering animal brains and behavior—a neuroscientist explains how,True,False,True,True,cost,pro-science,gb,Middle
307243,The Times of India,"Forests key to climate fight along with cutting fossil fuels, study suggests",True,False,True,True,cost,right-center,in,Middle
307302,GlobeNewswire,Elevate Renewables Driving Paradigm Shift in Energy Infrastructure by Integrating Battery Storage in Existing Power Facilities and Repurposing Brownfield Sites,True,False,True,True,opportunity,least biased,us,
311310,GlobeNewswire,Inside infromation: Huhtamäki Oyj considers issuance of new notes and announces tender offer for its outstanding notes maturing in October 2024,False,,,,,least biased,us,
81694,Time,Amphibians Are The World’s Most Vulnerable Species And Threats Are Increasing,True,False,True,True,cost,left-center,us,Skews Left
81717,BBC News,Malawi heatwave warning issued as temperatures set to soar,True,False,True,True,cost,left-center,gb,Middle
81752,Forbes,Setting Intentional Climate Solution Goals As A Corporate Leader,True,False,True,True,opportunity,right-center,us,Middle
81811,International Business Times,Climate Change Primary Driver Of Amphibian Decline: Study,True,False,True,True,cost,left-center,us,Middle
81853,ABC News,Amphibians are the world's most vulnerable species and threats are increasing,True,False,True,True,cost,left-center,us,Middle
81884,CNA,Amphibian crisis: 41% of species deemed threatened with extinction,True,False,True,True,cost,least biased,sg,Middle
82069,The Times of India,Countries should build trust on maritime front through dialogue: Rajnath Singh,True,False,True,True,balanced,right-center,in,Middle
82107,Phys.Org,Biases found in coral reef research,True,False,True,True,balanced,pro-science,gb,Middle
82469,ABC News,"South Asia is expected to grow by nearly 6% this year, making it the world's fastest-growing region",True,False,True,True,opportunity,left-center,us,Middle
82642,Phys.Org,Why did Hurricane Otis 'explosively' intensify off Mexico?,True,False,True,True,cost,pro-science,gb,Middle
82694,Phys.Org,Research finds water quality in Gulf of Mexico improves when adding social costs to carbon emissions,True,False,True,True,cost,pro-science,gb,Middle
82722,Business Insider,Exxon's $60 billion bet on fossil fuels proves we're failing at the energy transition,True,False,True,False,cost,left-center,us,Middle
82750,Phys.Org,Turbocharged Otis caught forecasters and Mexico off-guard. Scientists aren't sure why,True,False,True,False,cost,pro-science,gb,Middle
82801,Time,Whales and Dolphins in U.S. Waters Are Losing Food and Habitat to Climate Change,True,False,True,True,cost,left-center,us,Skews Left
82802,Phys.Org,"Extreme weather is outpacing even the worst-case scenarios of our forecasting models, says researcher",True,False,True,True,cost,pro-science,gb,Middle
82805,Time,Biden Announces $3.5 Billion for Projects to Strengthen Electric Grid,True,False,True,True,cost,left-center,us,Skews Left
83091,Business Insider,What is white hydrogen? Scientists say the clean-energy gas could save the world.,True,False,True,True,opportunity,left-center,us,Middle
2843,Globalsecurity.org,10 October 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,True,False,,,,least biased,us,
83515,ABC News,US and China seek to ease strained ties and prepare for possible Biden-Xi summit,True,False,False,False,balanced,left-center,us,Middle
84152,Forbes,"Violence Against Women And Girls Is One Of The Most Widespread, Persistent And Devastating Human Rights Violations",True,False,True,False,cost,right-center,us,Middle
84846,CNA,Pope Francis may attend global climate talks in Dubai,True,False,True,True,cost,least biased,sg,Middle
84989,Globalsecurity.org,Transcript of the Weekly Media Briefing by the Spokesperson Thursday 5 October 2023,True,False,True,True,balanced,least biased,us,
85089,Forbes,"43M Children Displaced By Floods, Storms, Droughts, Wildfires Since 2016",True,False,True,True,cost,right-center,us,Middle
85436,Euronews,The EU’s hydrogen plans are a dangerous distraction driven by corporate interests,True,False,True,False,cost,left-center,eu,Middle
85470,CNN,This Moroccan startup is growing crops in the desert,True,False,True,True,opportunity,left-center,us,Skews Left
86290,Marketscreener.com,"LTIMindtree : Eurolife FFH - a leading Greek Insurance Group, signs up to use Thomas Cook India and LTIMindtree's Green Carpet to monitor and manage its global business travel emissions",True,False,True,True,opportunity,least biased,fr,
86298,The Times of India,'Might is Right' has no place in maritime order: Rajnath Singh's veiled dig at China,True,False,True,False,balanced,right-center,in,Middle
86409,RT,Vsevolod Sviridov: The West is using its climate agenda to hold back African development,True,False,True,True,balanced,right-center,ru,Skews Right
86437,The Punch,Experts task non-profits on sustainable development strategies,True,False,True,True,balanced,left-center,ng,
86522,Phys.Org,The complicated ecology of pit latrines,True,False,True,True,balanced,pro-science,gb,Middle
326875,Wired,Here’s How Bad Climate Change Will Get in the US—and Why There’s Still Hope,True,False,True,True,opportunity,left-center,us,Skews Left
326999,Phys.Org,Video: Monitoring methane from space,True,False,True,True,balanced,pro-science,gb,Middle
327020,Phys.Org,Adapting to climate change: Mutation enables flour beetles to speed up their development,True,False,True,True,balanced,pro-science,gb,Middle
327375,NPR,The UN's Guterres calls for an 'ambition supernova' as climate progress stays slow,True,False,True,False,cost,left-center,us,Middle
327379,NPR,"Climate change affects your life in 3 big ways, a new report warns",True,False,True,True,cost,left-center,us,Middle
327386,ABC News,Why climate change is worsening in every part of the US: Report,True,False,True,True,cost,left-center,us,Middle
327483,Time,"Climate Change is Hitting Every Part of Americans’ Daily Lives, Major Report Warns",True,False,True,False,cost,left-center,us,Skews Left
327527,Globalsecurity.org,"World News in Brief: Water crisis for children, hunger in East Africa, new Yazidi memorial",True,False,True,False,cost,least biased,us,
327567,The Verge,Latest US climate assessment shows the extreme toll taken by climate change,True,False,True,False,cost,left-center,us,Middle
327613,The Times of India,Researchers find how climate change could affect brain,True,False,True,True,cost,right-center,in,Middle
327631,Phys.Org,Using AI to estimate future water and electricity demands in major cities in light of global warming,True,False,,True,opportunity,pro-science,gb,Middle
327687,The Times of India,EU vows 'substantial' contribution to climate damage fund,True,False,True,True,cost,right-center,in,Middle
327715,The Times of India,"Conflict pollution, washed-up landmines and military emissions - here's how war trashes the environment",True,False,True,False,cost,right-center,in,Middle
330451,Phys.Org,Researchers: Modeling can revolutionize the fight against climate change in agriculture,True,False,True,True,balanced,pro-science,gb,Middle
330871,International Business Times,Quebec To Build Privately-Funded $2.9 Billion Green Hydrogen Plant,True,False,True,True,opportunity,left-center,us,Middle
331088,The Punch,10th Assembly to meet yearnings of Nigerians — Speaker Abbas,True,False,True,True,balanced,left-center,ng,
331158,Globalsecurity.org,"Senior Official for APEC Ambassador Matt Murray On the Secretary's Upcoming Travel to San Francisco, California for theAsia-Pacific Economic Cooperation (APEC) Ministerial Meeting and the APEC Economic Leaders' Week Meetings",True,False,True,True,balanced,least biased,us,
331213,Globalsecurity.org,13 November 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,True,False,True,True,cost,least biased,us,
331262,The Times of India,"NDC Synthesis report, insufficient progress made to limit global temp rise to 1.5 degrees celsius, CoP28 must set stage for immediate action",True,False,True,True,cost,right-center,in,Middle
333289,GlobeNewswire,Global Crossing Airlines Partners with Karbon-X to Further Commit to Sustainable Air Travel,True,False,True,True,balanced,least biased,us,
333901,The Times of India,"India recommends Canada to prevent attacks on places of worship, address hate speech",True,False,True,False,cost,right-center,in,Middle
334010,The Times of India,"At summit, Biden aims to show he can focus on Pacific amid crises in Ukraine, Mideast and Washington",True,False,False,True,balanced,right-center,in,Middle
334085,The Times of India,EU vows 'substantial' contribution to climate damage fund,True,False,True,True,balanced,right-center,in,Middle
334339,International Business Times,ECB Threatens Bank Climate Change Laggards With Financial Penalties,True,False,True,True,cost,left-center,us,Middle
334499,Phys.Org,New study highlights need to address risk of continued global warming after net zero,True,False,True,True,balanced,pro-science,gb,Middle
334560,Phys.Org,World severely off track to limit planet-heating emissions: UN,True,False,True,True,cost,pro-science,gb,Middle
334792,International Business Times,World Severely Off Track To Limit Planet-heating Emissions: UN,True,False,True,False,cost,left-center,us,Middle
334897,Time,"Apart From EV Sales, World Is Failing To Keep Key Climate Goals on Track",True,False,True,True,cost,left-center,us,Skews Left
335497,International Business Times,APEC Finance Chiefs Agree To Grow Economies With Eye On Sustainability,True,False,True,True,cost,left-center,us,Middle
335789,ABC News,A leaked memo reveals mooted changes to EU sustainability law would make it weak and unenforceable,True,False,True,False,cost,left-center,us,Middle
337300,International Business Times,Dominica To Create World's First Sperm Whale Reserve,True,False,True,True,opportunity,left-center,us,Middle
337392,Globalsecurity.org,Indonesia's Widodo Appeals to Biden to Stop Atrocities in Gaza,True,False,True,True,balanced,least biased,us,
339998,GlobeNewswire,Save Foods delivered its Solution-A proprietary blend of food acids to Sun Pacific for its clementine brand Cuties® for the third consecutive harvest season,True,False,True,True,opportunity,least biased,us,
340611,Phys.Org,"Faster Arctic warming hastens 2-degree-Celsius rise by eight years, finds modeling study",True,False,True,True,cost,pro-science,gb,Middle
340748,NPR,How do you help people escape climate change disaster? Here's a novel solution,True,False,True,True,cost,left-center,us,Middle
340870,The Times of India,"Global emissions may drop by just 2 per cent by 2030, says UN report",True,False,True,True,cost,right-center,in,Middle
340873,GlobeNewswire,United Renewables CEO Charts New Horizons In Sustainable Business Innovation,True,False,True,True,opportunity,least biased,us,
340881,Phys.Org,"Climate change increasing likelihood of extreme snowfall in the French Alps, research suggests",True,False,True,True,cost,pro-science,gb,Middle
340915,GlobeNewswire,"Carbon Offset/Carbon Credit Market projected to reach USD 2,927.2 Billion by 2030, growing at a CAGR of 32.2% during the forecast period of 2023-2030 – a study by MarketDigits.",True,False,True,True,cost,least biased,us,
340946,GlobeNewswire,Honka log house to have the world’s first roof made of fossil-free steel,True,False,True,True,opportunity,least biased,us,
340957,GlobeNewswire,"New Funding Puts Rewind on Track to Achieve Gigaton-Scale, Natural Carbon Removal Within This Decade",True,False,True,True,opportunity,least biased,us,
340966,The Times of India,Arunachal's 'Airgun Surrender Abhiyan' receives international recognition,True,False,,True,opportunity,right-center,in,Middle
340998,The Times of India,"How much can trees fight climate change? Massively, but not alone, study finds",True,False,True,True,balanced,right-center,in,Middle
341016,Globalsecurity.org,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,False,,,,,least biased,us,
341045,The Times of India,"India not to compromise on growing energy demand of Indian economy but develop responsibly, says R K Singh",True,False,True,True,balanced,right-center,in,Middle
341055,The Times of India,Global emissions may drop by just 2 per cent by 2030: UN report,True,False,True,True,cost,right-center,in,Middle
343102,GlobeNewswire,GWSO to Unveil Revolutionary TrinityPower Nexus System at Encountering Innovation Conference,True,False,,True,opportunity,least biased,us,
347379,Phys.Org,Insights into moss growth under elevated carbon dioxide levels may benefit climate change models,True,False,True,True,opportunity,pro-science,gb,Middle
347421,Phys.Org,Earthworms are our friends—but they could make the climate crisis worse if we're not careful,True,False,True,True,cost,pro-science,gb,Middle
347606,The Times of India,"India recommends Canada to prevent attacks on places of worship, address hate speech",True,False,,False,balanced,right-center,in,Middle
359971,BBC News,Brazil: Health warnings as country gripped by 'unbearable' heatwave,True,False,True,False,cost,left-center,gb,Middle
354278,The Punch,FG inaugurates committee to harness bioenergy potentials,True,False,True,True,opportunity,left-center,ng,
354279,The Punch,Nigeria pumps 1.35mbpd crude – OPEC,True,False,,False,balanced,left-center,ng,
356417,Phys.Org,"Conflict pollution, washed-up landmines and military emissions: How war trashes the environment",True,False,True,False,cost,pro-science,gb,Middle
